,Predictions,Actuals
79,0.02112497,1.4129984382785816e-10
80,0.02112497,1.6606067372686352e-10
81,0.02112497,1.7322062544719024e-10
82,0.02112497,1.7307769822585173e-10
83,0.02112497,2.6496530457789556e-10
84,0.02112497,1.2876632225800546e-10
85,0.02112497,0.0
86,0.02112497,0.0
87,0.02112497,0.0
88,0.02112497,0.0
89,0.02112497,0.0
90,0.02112497,0.0
91,0.02112497,0.0
92,0.02112497,0.0
93,0.02112497,0.0
94,0.02112497,0.0
95,0.02112497,0.0
96,0.02112497,0.0
97,0.02112497,0.0
98,0.02112497,0.0
99,0.02112497,0.0
100,0.02112497,0.0
101,0.02112497,6.921598055212314e-12
102,0.02112497,5.269533087367196e-11
103,0.02112497,2.0633784222714684e-10
104,0.02112497,1.9716502871944034e-10
105,0.02112497,2.0082092142431586e-10
106,0.02112497,2.3149522240029345e-10
107,0.02112497,1.2929901425860033e-10
108,0.02112497,7.662955532525263e-11
109,0.02112497,0.0
110,0.02112497,0.0
111,0.02112497,0.0
112,0.02112497,0.0
113,0.02112497,0.0
114,0.02112497,0.0
115,0.02112497,0.0
116,0.02112497,0.0
117,0.02112497,0.0
118,0.02112497,0.0
119,0.02112497,0.0
120,0.02112497,0.0
121,0.02112497,0.0
122,0.02112497,0.0
123,0.02112497,0.0
124,0.02112497,0.0
125,0.02112497,1.7870192037767823e-11
126,0.02112497,1.9503977617273036e-10
127,0.02112497,2.088609174005818e-10
128,0.02112497,2.870393495521379e-10
129,0.02112497,2.756356782332761e-10
130,0.02112497,1.9732746611818473e-10
131,0.02112497,5.020745668392936e-11
132,0.02112497,1.0071519320434357e-11
133,0.02112497,0.0
134,0.02112497,0.0
135,0.02112497,0.0
136,0.02112497,0.0
137,0.02112497,0.0
138,0.02112497,0.0
139,0.02112497,0.0
140,0.02112497,0.0
141,0.02112497,0.0
142,0.02112497,0.0
143,0.02112497,0.0
144,0.02112497,0.0
145,0.02112497,0.0
146,0.02112497,0.0
147,0.02112497,0.0
148,0.02112497,0.0
149,0.02112497,9.20504721094914e-12
150,0.02112497,1.3664133728704382e-10
151,0.02112497,2.9218474340053473e-10
152,0.02112497,3.145539741741906e-10
153,0.02112497,3.056644715606779e-10
154,0.02112497,2.760737912540281e-10
155,0.02112497,1.3374503791794034e-10
156,0.02112497,1.5221577690515204e-11
157,0.02112497,0.0
158,0.02112497,0.0
159,0.02112497,0.0
160,0.02112497,0.0
161,0.02112497,0.0
162,0.02112497,0.0
163,0.02112497,0.0
164,0.02112497,0.0
165,0.02112497,0.0
166,0.02112497,0.0
167,0.02112497,0.0
168,0.02112497,0.0
169,0.02112497,0.0
170,0.02112497,0.0
171,0.02112497,0.0
172,0.02112497,0.0
173,0.02112497,5.76418093603117e-12
174,0.02112497,1.9505165107794998e-11
175,0.02112497,8.877416073646615e-11
176,0.02112497,1.5979179254707839e-10
177,0.02112497,2.3722717078976617e-10
178,0.02112497,0.3901240835292053
179,0.263057,3.3878041598805083e-10
180,0.1693894,1.0398386352176174e-10
181,0.05484859,8.1430565355439e-13
182,0.02112497,0.0
183,0.02112497,0.0
184,0.02112497,0.0
185,0.02112497,0.0
186,0.02112497,0.0
187,0.02112497,0.0
188,0.02112497,0.0
189,0.02112497,0.0
190,0.02112497,0.0
191,0.02112497,0.0
192,0.02112497,0.0
193,0.02112497,0.0
194,0.02112497,0.0
195,0.02112497,0.0
196,0.02112497,0.0
197,0.02112497,3.300737072579373e-11
198,0.02112497,1.683907750395458e-10
199,0.02112497,0.3997163496575593
200,0.26925632,0.5234899615338936
201,0.3285887,3.787755471034082e-10
202,0.17708054,0.4677316542593404
203,0.29632762,2.2843054875817792e-10
204,0.2092093,3.705472429447578e-11
205,0.07561526,0.0
206,0.02112497,0.0
207,0.02112497,0.0
208,0.02112497,0.0
209,0.02112497,0.0
210,0.02112497,0.0
211,0.02112497,0.0
212,0.02112497,0.0
213,0.02112497,0.0
214,0.02112497,0.0
215,0.02112497,0.0
216,0.02112497,0.0
217,0.02112497,0.0
218,0.02112497,0.0
219,0.02112497,0.0
220,0.02112497,0.0
221,0.02112497,8.956513568481114e-12
222,0.02112497,5.87903234814596e-11
223,0.02112497,1.1304216529693715e-10
224,0.02112497,1.6769352582368984e-10
225,0.02112497,1.8739420949740483e-10
226,0.02112497,1.2610244083643286e-10
227,0.02112497,6.395268164541072e-11
228,0.02112497,2.642506707845713e-11
229,0.02112497,0.0
230,0.02112497,0.0
231,0.02112497,0.0
232,0.02112497,0.0
233,0.02112497,0.0
234,0.02112497,0.0
235,0.02112497,0.0
236,0.02112497,0.0
237,0.02112497,0.0
238,0.02112497,0.0
239,0.02112497,0.0
240,0.02112497,0.0
241,0.02112497,0.0
242,0.02112497,0.0
243,0.02112497,0.0
244,0.02112497,0.0
245,0.02112497,2.1627449217371127e-11
246,0.02112497,1.7352641379923965e-10
247,0.02112497,2.1264319789989215e-10
248,0.02112497,3.0504186625860834e-10
249,0.02112497,3.2989388181167206e-10
250,0.02112497,0.41176849821881495
251,0.27709806,2.683434006875626e-10
252,0.17998585,1.2730099697025822e-10
253,0.060126934,1.2214584803315848e-12
254,0.02112497,0.0
255,0.02112497,0.0
256,0.02112497,0.0
257,0.02112497,0.0
258,0.02112497,0.0
259,0.02112497,0.0
260,0.02112497,0.0
261,0.02112497,0.0
262,0.02112497,0.0
263,0.02112497,0.0
264,0.02112497,0.0
265,0.02112497,0.0
266,0.02112497,0.0
267,0.02112497,0.0
268,0.02112497,0.0
269,0.02112497,2.1290696044610263e-12
270,0.02112497,3.887842927885391e-11
271,0.02112497,9.552950433518305e-11
272,0.02112497,2.144287323067599e-10
273,0.02112497,2.6457766192852424e-10
274,0.02112497,2.6696968478584025e-10
275,0.02112497,2.0867473019139816e-10
276,0.02112497,8.914950474865138e-11
277,0.02112497,0.0
278,0.02112497,0.0
279,0.02112497,0.0
280,0.02112497,0.0
281,0.02112497,0.0
282,0.02112497,0.0
283,0.02112497,0.0
284,0.02112497,0.0
285,0.02112497,0.0
286,0.02112497,0.0
287,0.02112497,0.0
288,0.02112497,0.0
289,0.02112497,0.0
290,0.02112497,0.0
291,0.02112497,0.0
292,0.02112497,0.0
293,0.02112497,3.580018464696855e-11
294,0.02112497,2.2347812877053375e-10
295,0.02112497,0.004530007797774745
296,0.024250008,0.005051125245472044
297,0.02586525,0.0042639461490016845
298,0.02525881,3.514789185051311e-10
299,0.02208297,3.219437979801967e-10
300,0.020931344,2.0648246668971975e-10
301,0.02112497,1.1807431976538654e-11
302,0.02112497,0.0
303,0.02112497,0.0
304,0.02112497,0.0
305,0.02112497,0.0
306,0.02112497,0.0
307,0.02112497,0.0
308,0.02112497,0.0
309,0.02112497,0.0
310,0.02112497,0.0
311,0.02112497,0.0
312,0.02112497,0.0
313,0.02112497,0.0
314,0.02112497,0.0
315,0.02112497,0.0
316,0.02112497,0.0
317,0.02112497,6.243815833886653e-11
318,0.02112497,2.9585251216731405e-10
319,0.02112497,0.4722166971168079
320,0.31730688,0.5201513083543206
321,0.34003815,0.5402960419230552
322,0.29368547,0.005240400415820093
323,0.19473498,0.4266626575633582
324,0.2772451,1.5391564342699931e-10
325,0.18684791,8.95736218909829e-12
326,0.06398808,0.0
327,0.02112497,0.0
328,0.02112497,0.0
329,0.02112497,0.0
330,0.02112497,0.0
331,0.02112497,0.0
332,0.02112497,0.0
333,0.02112497,0.0
334,0.02112497,0.0
335,0.02112497,0.0
336,0.02112497,0.0
337,0.02112497,0.0
338,0.02112497,0.0
339,0.02112497,0.0
340,0.02112497,0.0
341,0.02112497,6.87401206858273e-11
342,0.02112497,2.326823273608657e-10
343,0.02112497,3.2468911112380883e-10
344,0.02112497,0.4378971059885907
345,0.29429916,0.004541675270967079
346,0.19477318,0.5106489543707571
347,0.30632803,0.004418995034848775
348,0.23046343,2.5561393797650755e-10
349,0.09023208,1.5878960244310603e-11
350,0.02092452,0.0
351,0.02112497,0.0
352,0.02112497,0.0
353,0.02112497,0.0
354,0.02112497,0.0
355,0.02112497,0.0
356,0.02112497,0.0
357,0.02112497,0.0
358,0.02112497,0.0
359,0.02112497,0.0
360,0.02112497,0.0
361,0.02112497,0.0
362,0.02112497,0.0
363,0.02112497,0.0
364,0.02112497,0.0
365,0.02112497,5.5216285073906034e-11
366,0.02112497,1.4977031870937402e-10
367,0.02112497,2.896794811632713e-10
368,0.02112497,2.8606260765652333e-10
369,0.02112497,1.7171882566648283e-10
370,0.02112497,3.519399350290735e-10
371,0.02112497,2.6291342474907247e-10
372,0.02112497,2.6228191297891714e-10
373,0.02112497,2.44291696066317e-11
374,0.02112497,0.0
375,0.02112497,0.0
376,0.02112497,0.0
377,0.02112497,0.0
378,0.02112497,0.0
379,0.02112497,0.0
380,0.02112497,0.0
381,0.02112497,0.0
382,0.02112497,0.0
383,0.02112497,0.0
384,0.02112497,0.0
385,0.02112497,0.0
386,0.02112497,0.0
387,0.02112497,0.0
388,0.02112497,0.0
389,0.02112497,4.1650461826723363e-11
390,0.02112497,1.9575144499897326e-10
391,0.02112497,2.5820614392142764e-10
392,0.02112497,3.0976992845955856e-10
393,0.02112497,3.5053610524062517e-10
394,0.02112497,0.4064882349965482
395,0.27365524,3.423612398904893e-10
396,0.17736459,2.119777574986282e-10
397,0.05880301,1.2621737630093044e-11
398,0.02112497,0.0
399,0.02112497,0.0
400,0.02112497,0.0
401,0.02112497,0.0
402,0.02112497,0.0
403,0.02112497,0.0
404,0.02112497,0.0
405,0.02112497,0.0
406,0.02112497,0.0
407,0.02112497,0.0
408,0.02112497,0.0
409,0.02112497,0.0
410,0.02112497,0.0
411,0.02112497,0.0
412,0.02112497,0.0
413,0.02112497,6.51444522843512e-12
414,0.02112497,3.288055919939236e-11
415,0.02112497,6.719039523890659e-11
416,0.02112497,1.593727636583974e-10
417,0.02112497,1.2994452075049197e-10
418,0.02112497,5.045938249549775e-11
419,0.02112497,1.0281032955095927e-10
420,0.02112497,1.7351835595177107e-10
421,0.02112497,2.4022016779854503e-11
422,0.02112497,0.0
423,0.02112497,0.0
424,0.02112497,0.0
425,0.02112497,0.0
426,0.02112497,0.0
427,0.02112497,0.0
428,0.02112497,0.0
429,0.02112497,0.0
430,0.02112497,0.0
431,0.02112497,0.0
432,0.02112497,0.0
433,0.02112497,0.0
434,0.02112497,0.0
435,0.02112497,0.0
436,0.02112497,0.0
437,0.02112497,8.205104968430772e-11
438,0.02112497,1.9982975876163012e-10
439,0.02112497,0.4362176005781348
440,0.29318532,0.48270300222283735
441,0.3185776,0.5222506901173904
442,0.27921274,0.004663630266112686
443,0.18241194,0.00422938905282897
444,0.09701701,2.935075663555941e-10
445,0.022090485,2.3207711126300114e-11
446,0.020932876,0.0
447,0.02112497,0.0
448,0.02112497,0.0
449,0.02112497,0.0
450,0.02112497,0.0
451,0.02112497,0.0
452,0.02112497,0.0
453,0.02112497,0.0
454,0.02112497,0.0
455,0.02112497,0.0
456,0.02112497,0.0
457,0.02112497,0.0
458,0.02112497,0.0
459,0.02112497,0.0
460,0.02112497,0.0
461,0.02112497,1.449464063326814e-10
462,0.02112497,3.8250778096330444e-10
463,0.02112497,0.4901186979691677
464,0.3294936,0.00054614462301826
465,0.22103606,0.5086276110039423
466,0.31259593,0.005046252135076554
467,0.230711,3.7498393640404555e-10
468,0.089680776,1.1042578465292715e-10
469,0.020897016,1.1807431976538654e-11
470,0.02112497,0.0
471,0.02112497,0.0
472,0.02112497,0.0
473,0.02112497,0.0
474,0.02112497,0.0
475,0.02112497,0.0
476,0.02112497,0.0
477,0.02112497,0.0
478,0.02112497,0.0
479,0.02112497,0.0
480,0.02112497,0.0
481,0.02112497,0.0
482,0.02112497,0.0
483,0.02112497,0.0
484,0.02112497,0.0
485,0.02112497,9.693078826177984e-11
486,0.02112497,2.4478536886878434e-10
487,0.02112497,3.65857351321318e-10
488,0.02112497,0.004203114971976005
489,0.024024162,0.4220325665113513
490,0.2839497,0.003937066046728781
491,0.18592028,2.487186344369018e-10
492,0.06362415,7.311701357368215e-11
493,0.020945806,0.0
494,0.02112497,0.0
495,0.02112497,0.0
496,0.02112497,0.0
497,0.02112497,0.0
498,0.02112497,0.0
499,0.02112497,0.0
500,0.02112497,0.0
501,0.02112497,0.0
502,0.02112497,0.0
503,0.02112497,0.0
504,0.02112497,0.0
505,0.02112497,0.0
506,0.02112497,0.0
507,0.02112497,0.0
508,0.02112497,0.0
509,0.02112497,5.693565714642251e-11
510,0.02112497,1.824668116727836e-10
511,0.02112497,2.811224863060653e-10
512,0.02112497,3.5183560211721183e-10
513,0.02112497,3.306793470877683e-10
514,0.02112497,1.4242036272211262e-10
515,0.02112497,1.7841479242573335e-10
516,0.02112497,1.9364824617815235e-10
517,0.02112497,2.0764794165636946e-11
518,0.02112497,0.0
519,0.02112497,0.0
520,0.02112497,0.0
521,0.02112497,0.0
522,0.02112497,0.0
523,0.02112497,0.0
524,0.02112497,0.0
525,0.02112497,0.0
526,0.02112497,0.0
527,0.02112497,0.0
528,0.02112497,0.0
529,0.02112497,0.0
530,0.02112497,0.0
531,0.02112497,0.0
532,0.02112497,0.0
533,0.02112497,3.200433315788838e-11
534,0.02112497,2.103474501069692e-10
535,0.02112497,0.004122651394584161
536,0.023968589,0.5053177970451432
537,0.33994904,0.5313870291321368
538,0.3506518,0.5209363498984503
539,0.29183078,0.4206596980735619
540,0.26201266,2.4066252276569873e-10
541,0.15062352,1.302889045687024e-11
542,0.062409315,0.0
543,0.02112497,0.0
544,0.02112497,0.0
545,0.02112497,0.0
546,0.02112497,0.0
547,0.02112497,0.0
548,0.02112497,0.0
549,0.02112497,0.0
550,0.02112497,0.0
551,0.02112497,0.0
552,0.02112497,0.0
553,0.02112497,0.0
554,0.02112497,0.0
555,0.02112497,0.0
556,0.02112497,0.0
557,0.02112497,4.571350735837607e-11
558,0.02112497,2.630907054901703e-10
559,0.02112497,3.019916133835639e-10
560,0.02112497,3.2151840848528143e-10
561,0.02112497,3.293327743222697e-10
562,0.02112497,2.89894508749913e-10
563,0.02112497,2.572917461457291e-10
564,0.02112497,2.001448784704159e-10
565,0.02112497,3.9900977024165107e-11
566,0.02112497,0.0
567,0.02112497,0.0
568,0.02112497,0.0
569,0.02112497,0.0
570,0.02112497,0.0
571,0.02112497,0.0
572,0.02112497,0.0
573,0.02112497,0.0
574,0.02112497,0.0
575,0.02112497,0.0
576,0.02112497,0.0
577,0.02112497,0.0
578,0.02112497,0.0
579,0.02112497,0.0
580,0.02112497,0.0
581,0.02112497,2.5507700865624763e-11
582,0.02112497,9.827100042104422e-11
583,0.02112497,1.0343802426336357e-10
584,0.02112497,1.7480640049842047e-10
585,0.02112497,1.7281432124103022e-10
586,0.02112497,1.7486450498530316e-10
587,0.02112497,7.379984317915111e-11
588,0.02112497,3.640073506646491e-11
589,0.02112497,4.07152826777195e-12
590,0.02112497,0.0
591,0.02112497,0.0
592,0.02112497,0.0
593,0.02112497,0.0
594,0.02112497,0.0
595,0.02112497,0.0
596,0.02112497,0.0
597,0.02112497,0.0
598,0.02112497,0.0
599,0.02112497,0.0
600,0.02112497,0.0
601,0.02112497,0.0
602,0.02112497,0.0
603,0.02112497,0.0
604,0.02112497,0.0
605,0.02112497,4.0429427078358285e-11
606,0.02112497,7.035134278873108e-11
607,0.02112497,5.882425326925242e-11
608,0.02112497,8.402404365294276e-11
609,0.02112497,1.0898972231792038e-10
610,0.02112497,9.269936845711505e-11
611,0.02112497,9.394033595816831e-11
612,0.02112497,1.2180231283556522e-10
613,0.02112497,5.292986748103535e-12
614,0.02112497,0.0
615,0.02112497,0.0
616,0.02112497,0.0
617,0.02112497,0.0
618,0.02112497,0.0
619,0.02112497,0.0
620,0.02112497,0.0
621,0.02112497,0.0
622,0.02112497,0.0
623,0.02112497,0.0
624,0.02112497,0.0
625,0.02112497,0.0
626,0.02112497,0.0
627,0.02112497,0.0
628,0.02112497,0.0
629,0.02112497,3.798863109089597e-11
630,0.02112497,2.324125886131258e-10
631,0.02112497,3.4540979668098353e-10
632,0.02112497,3.4542421744805466e-10
633,0.02112497,3.146057168981549e-10
634,0.02112497,1.2117080222209408e-10
635,0.02112497,7.270646742112041e-11
636,0.02112497,5.439943471518429e-11
637,0.02112497,1.2621737630093044e-11
638,0.02112497,0.0
639,0.02112497,0.0
640,0.02112497,0.0
641,0.02112497,0.0
642,0.02112497,0.0
643,0.02112497,0.0
644,0.02112497,0.0
645,0.02112497,0.0
646,0.02112497,0.0
647,0.02112497,0.0
648,0.02112497,0.0
649,0.02112497,0.0
650,0.02112497,0.0
651,0.02112497,0.0
652,0.02112497,8.1430565355439e-13
653,0.02112497,6.92312487831273e-11
654,0.02112497,2.5181596551422653e-10
655,0.02112497,2.707608705965522e-10
656,0.02112497,3.119074808001388e-10
657,0.02112497,3.108387046298487e-10
658,0.02112497,2.758324679950956e-10
659,0.02112497,3.1813310199207883e-10
660,0.02112497,3.3210480571345504e-10
661,0.02112497,6.880882772534596e-11
662,0.02112497,0.0
663,0.02112497,0.0
664,0.02112497,0.0
665,0.02112497,0.0
666,0.02112497,0.0
667,0.02112497,0.0
668,0.02112497,0.0
669,0.02112497,0.0
670,0.02112497,0.0
671,0.02112497,0.0
672,0.02112497,0.0
673,0.02112497,0.0
674,0.02112497,0.0
675,0.02112497,0.0
676,0.02112497,0.0
677,0.02112497,5.052300012468169e-11
678,0.02112497,2.245401182892548e-10
679,0.02112497,2.8633064916302886e-10
680,0.02112497,2.8559013995932784e-10
681,0.02112497,2.368637016828005e-10
682,0.02112497,1.904423413992484e-10
683,0.02112497,1.7282619614624984e-10
684,0.02112497,5.926151766938724e-11
685,0.02112497,9.771667842652679e-12
686,0.02112497,0.0
687,0.02112497,0.0
688,0.02112497,0.0
689,0.02112497,0.0
690,0.02112497,0.0
691,0.02112497,0.0
692,0.02112497,0.0
693,0.02112497,0.0
694,0.02112497,0.0
695,0.02112497,0.0
696,0.02112497,0.0
697,0.02112497,0.0
698,0.02112497,0.0
699,0.02112497,0.0
700,0.02112497,0.0
701,0.02112497,6.061233238128755e-11
702,0.02112497,1.6868426475440905e-10
703,0.02112497,2.533270954949862e-10
704,0.02112497,0.004651352063680186
705,0.024333853,3.671356419359486e-10
706,0.022422722,2.5943311554406044e-10
707,0.020914305,1.0713632833546697e-10
708,0.02112497,1.552253191242554e-10
709,0.02112497,1.0585973496207071e-10
710,0.02112497,0.0
711,0.02112497,0.0
712,0.02112497,0.0
713,0.02112497,0.0
714,0.02112497,0.0
715,0.02112497,0.0
716,0.02112497,0.0
717,0.02112497,0.0
718,0.02112497,0.0
719,0.02112497,0.0
720,0.02112497,0.0
721,0.02112497,0.0
722,0.02112497,0.0
723,0.02112497,0.0
724,0.02112497,1.2214584803315848e-12
725,0.02112497,6.142027627192354e-11
726,0.02112497,1.8729114893812686e-10
727,0.02112497,2.1494149039798245e-10
728,0.02112497,1.682325795872031e-10
729,0.02112497,1.4475470482451243e-10
730,0.02112497,6.813024006627868e-11
731,0.02112497,3.256077496892249e-11
732,0.02112497,4.360352304267022e-11
733,0.02112497,2.131063342403512e-11
734,0.02112497,0.0
735,0.02112497,0.0
736,0.02112497,0.0
737,0.02112497,0.0
738,0.02112497,0.0
739,0.02112497,0.0
740,0.02112497,0.0
741,0.02112497,0.0
742,0.02112497,0.0
743,0.02112497,0.0
744,0.02112497,0.0
745,0.02112497,0.0
746,0.02112497,0.0
747,0.02112497,0.0
748,0.02112497,0.0
749,0.02112497,1.742698960668112e-11
750,0.02112497,9.835412707094985e-11
751,0.02112497,9.478475434176448e-11
752,0.02112497,1.0125466722977086e-10
753,0.02112497,1.3195059704298681e-10
754,0.02112497,7.052395900814488e-11
755,0.02112497,4.084209420412087e-11
756,0.02112497,2.7649070263956073e-11
757,0.02112497,1.195841820202992e-11
758,0.02112497,0.0
759,0.02112497,0.0
760,0.02112497,0.0
761,0.02112497,0.0
762,0.02112497,0.0
763,0.02112497,0.0
764,0.02112497,0.0
765,0.02112497,0.0
766,0.02112497,0.0
767,0.02112497,0.0
768,0.02112497,0.0
769,0.02112497,0.0
770,0.02112497,0.0
771,0.02112497,0.0
772,0.02112497,0.0
773,0.02112497,3.536164673756589e-11
774,0.02112497,1.5979730568937958e-10
775,0.02112497,1.547659998415474e-10
776,0.02112497,3.3372323819989433e-10
777,0.02112497,2.7414193630003725e-10
778,0.02112497,2.488017622434916e-10
779,0.02112497,2.2550583390026698e-10
780,0.02112497,2.0142062437987922e-10
781,0.02112497,3.746866261613787e-11
782,0.02112497,0.0
783,0.02112497,0.0
784,0.02112497,0.0
785,0.02112497,0.0
786,0.02112497,0.0
787,0.02112497,0.0
788,0.02112497,0.0
789,0.02112497,0.0
790,0.02112497,0.0
791,0.02112497,0.0
792,0.02112497,0.0
793,0.02112497,0.0
794,0.02112497,0.0
795,0.02112497,0.0
796,0.02112497,1.465750176397902e-11
797,0.02112497,1.9894165665822237e-10
798,0.02112497,2.8599517296958836e-10
799,0.02112497,3.2554370832807445e-10
800,0.02112497,3.3065305141547755e-10
801,0.02112497,3.145111390749962e-10
802,0.02112497,3.624067311143813e-10
803,0.02112497,3.0406639671557743e-10
804,0.02112497,1.3513147850218367e-10
805,0.02112497,1.2942370481180086e-11
806,0.02112497,0.0
807,0.02112497,0.0
808,0.02112497,0.0
809,0.02112497,0.0
810,0.02112497,0.0
811,0.02112497,0.0
812,0.02112497,0.0
813,0.02112497,0.0
814,0.02112497,0.0
815,0.02112497,0.0
816,0.02112497,0.0
817,0.02112497,0.0
818,0.02112497,0.0
819,0.02112497,0.0
820,0.02112497,0.0
821,0.02112497,1.3546314226460979e-11
822,0.02112497,6.702244469786101e-11
823,0.02112497,9.872056461504932e-11
824,0.02112497,1.9869778985080673e-10
825,0.02112497,1.6983956090038936e-10
826,0.02112497,1.1181095172790263e-10
827,0.02112497,6.74647996650147e-11
828,0.02112497,6.84894672268426e-11
829,0.02112497,8.487864085720838e-12
830,0.02112497,0.0
831,0.02112497,0.0
832,0.02112497,0.0
833,0.02112497,0.0
834,0.02112497,0.0
835,0.02112497,0.0
836,0.02112497,0.0
837,0.02112497,0.0
838,0.02112497,0.0
839,0.02112497,0.0
840,0.02112497,0.0
841,0.02112497,0.0
842,0.02112497,0.0
843,0.02112497,0.0
844,0.02112497,0.0
845,0.02112497,9.721070583018915e-11
846,0.02112497,2.040616034549456e-10
847,0.02112497,2.6379855725866214e-10
848,0.02112497,2.6905464578183905e-10
849,0.02112497,2.8197199409999617e-10
850,0.02112497,3.024280303197657e-10
851,0.02112497,3.202812580419792e-10
852,0.02112497,2.1005650509727327e-10
853,0.02112497,1.8600522420799418e-11
854,0.02112497,0.0
855,0.02112497,0.0
856,0.02112497,0.0
857,0.02112497,0.0
858,0.02112497,0.0
859,0.02112497,0.0
860,0.02112497,0.0
861,0.02112497,0.0
862,0.02112497,0.0
863,0.02112497,0.0
864,0.02112497,0.0
865,0.02112497,0.0
866,0.02112497,0.0
867,0.02112497,0.0
868,0.02112497,0.0
869,0.02112497,9.642778525926024e-11
870,0.02112497,2.3314461508070756e-10
871,0.02112497,0.004051615949837378
872,0.023919523,0.440280222377821
873,0.29597908,0.4469325065739441
874,0.30519396,3.839977058387922e-10
875,0.1489192,3.6720010702906555e-10
876,0.069545835,2.6457554095532336e-10
877,0.02112497,1.0515273065751183e-10
878,0.02112497,0.0
879,0.02112497,0.0
880,0.02112497,0.0
881,0.02112497,0.0
882,0.02112497,0.0
883,0.02112497,0.0
884,0.02112497,0.0
885,0.02112497,0.0
886,0.02112497,0.0
887,0.02112497,0.0
888,0.02112497,0.0
889,0.02112497,0.0
890,0.02112497,0.0
891,0.02112497,0.0
892,0.02112497,2.4429169606631696e-12
893,0.02112497,1.6031430457031967e-10
894,0.02112497,3.4302668029175327e-10
895,0.02112497,0.004946130710266875
896,0.024537563,0.4562927796434179
897,0.306667,0.422002030049343
898,0.30010268,0.39287490981511874
899,0.22735251,3.641502778859876e-10
900,0.1297925,2.593504126261213e-10
901,0.0554977,2.7997694871884045e-11
902,0.02112497,0.0
903,0.02112497,0.0
904,0.02112497,0.0
905,0.02112497,0.0
906,0.02112497,0.0
907,0.02112497,0.0
908,0.02112497,0.0
909,0.02112497,0.0
910,0.02112497,0.0
911,0.02112497,0.0
912,0.02112497,0.0
913,0.02112497,0.0
914,0.02112497,0.0
915,0.02112497,0.0
916,0.02112497,0.0
917,0.02112497,1.1975128047067512e-10
918,0.02112497,2.21344817219671e-10
919,0.02112497,0.004419045928952123
920,0.024173338,0.5267548182636131
921,0.35480568,0.005523842400886205
922,0.23907834,0.5419594316385741
923,0.33549377,0.3976513214142487
924,0.31857422,2.5196864782426797e-10
925,0.1478247,1.2000235766162634e-10
926,0.056639764,0.0
927,0.02112497,0.0
928,0.02112497,0.0
929,0.02112497,0.0
930,0.02112497,0.0
931,0.02112497,0.0
932,0.02112497,0.0
933,0.02112497,0.0
934,0.02112497,0.0
935,0.02112497,0.0
936,0.02112497,0.0
937,0.02112497,0.0
938,0.02112497,0.0
939,0.02112497,0.0
940,0.02112497,1.7158946943491413e-11
941,0.02112497,2.4944684500341673e-10
942,0.02112497,0.39579665623589577
943,0.2667186,3.671462444885845e-10
944,0.17212859,2.7080455547304796e-10
945,0.05619401,3.718170508232692e-10
946,0.02112497,0.5034398046316334
947,0.33864394,0.4715610106475627
948,0.330578,3.661504161475306e-10
949,0.16486266,1.3412589622911095e-10
950,0.07677352,1.62861130710878e-12
951,0.02112497,0.0
952,0.02112497,0.0
