datetime;temp;solarradiation;solarenergy
2013-02-01T00:00:00;8.3;0;
2013-02-01T01:00:00;8.3;0;
2013-02-01T02:00:00;8.3;0;
2013-02-01T03:00:00;8.3;0;
2013-02-01T04:00:00;6.8;0;
2013-02-01T05:00:00;6.3;0;
2013-02-01T06:00:00;6.3;0;
2013-02-01T07:00:00;5.8;1.2;0
2013-02-01T08:00:00;5.5;16;0.1
2013-02-01T09:00:00;5.1;46.3;0.2
2013-02-01T10:00:00;5.1;112.7;0.4
2013-02-01T11:00:00;5.6;208.7;0.8
2013-02-01T12:00:00;6.3;247.4;0.9
2013-02-01T13:00:00;7;225.8;0.8
2013-02-01T14:00:00;7.3;167.9;0.6
2013-02-01T15:00:00;7.8;81.3;0.3
2013-02-01T16:00:00;7.1;6.6;0
2013-02-01T17:00:00;6.3;0;
2013-02-01T18:00:00;5.8;0;
2013-02-01T19:00:00;5.1;0;
2013-02-01T20:00:00;5.3;0;
2013-02-01T21:00:00;4.6;0;
2013-02-01T22:00:00;5.5;0;
2013-02-01T23:00:00;5.3;0;
2013-02-02T00:00:00;5.5;0;
2013-02-02T01:00:00;5.8;0;
2013-02-02T02:00:00;5.8;0;
2013-02-02T03:00:00;5.6;0;
2013-02-02T04:00:00;5.1;0;
2013-02-02T05:00:00;4.3;0;
2013-02-02T06:00:00;3.6;0;
2013-02-02T07:00:00;3.6;7.1;0
2013-02-02T08:00:00;3.1;73.3;0.3
2013-02-02T09:00:00;3.1;161.9;0.6
2013-02-02T10:00:00;3.8;272.5;1
2013-02-02T11:00:00;4.8;327.1;1.2
2013-02-02T12:00:00;5.3;320.8;1.2
2013-02-02T13:00:00;5.6;271.1;1
2013-02-02T14:00:00;5.8;195.5;0.7
2013-02-02T15:00:00;5.6;88.3;0.3
2013-02-02T16:00:00;5.5;9.4;0
2013-02-02T17:00:00;5.3;0;
2013-02-02T18:00:00;5.1;0;
2013-02-02T19:00:00;4.1;0;
2013-02-02T20:00:00;3.8;0;
2013-02-02T21:00:00;3.3;0;
2013-02-02T22:00:00;2.8;0;
2013-02-02T23:00:00;2.1;0;
2013-02-03T00:00:00;1.1;0;
2013-02-03T01:00:00;0.6;0;
2013-02-03T02:00:00;0.6;0;
2013-02-03T03:00:00;0.3;0;
2013-02-03T04:00:00;0.8;0;
2013-02-03T05:00:00;0.8;0;
2013-02-03T06:00:00;1.1;0;
2013-02-03T07:00:00;2.1;6;0
2013-02-03T08:00:00;2.6;49.9;0.2
2013-02-03T09:00:00;3.1;79.5;0.3
2013-02-03T10:00:00;4.3;69.8;0.3
2013-02-03T11:00:00;5.6;40.6;0.1
2013-02-03T12:00:00;6.3;35.3;0.1
2013-02-03T13:00:00;7.1;34.7;0.1
2013-02-03T14:00:00;7.6;31.5;0.1
2013-02-03T15:00:00;8.1;18.8;0.1
2013-02-03T16:00:00;8.3;2.2;0
2013-02-03T17:00:00;8.3;0;
2013-02-03T18:00:00;8.4;0;
2013-02-03T19:00:00;8.7;0;
2013-02-03T20:00:00;9.1;0;
2013-02-03T21:00:00;9.1;0;
2013-02-03T22:00:00;9.1;0;
2013-02-03T23:00:00;9;0;
2013-02-04T00:00:00;9.5;0;
2013-02-04T01:00:00;9.5;0;
2013-02-04T02:00:00;9.3;0;
2013-02-04T03:00:00;8.6;0;
2013-02-04T04:00:00;9.6;0;
