datetime;temp;solarradiation;solarenergy
2013-01-01T00:00:00;9.6;0;
2013-01-01T01:00:00;9.3;0;
2013-01-01T02:00:00;9.1;0;
2013-01-01T03:00:00;7.8;0;
2013-01-01T04:00:00;7.3;0;
2013-01-01T05:00:00;6.3;0;
2013-01-01T06:00:00;5.3;0;
2013-01-01T07:00:00;5.1;0;
2013-01-01T08:00:00;4.6;22.1;0.1
2013-01-01T09:00:00;4.6;93.1;0.3
2013-01-01T10:00:00;5.3;186.4;0.7
2013-01-01T11:00:00;6.8;232.3;0.8
2013-01-01T12:00:00;7.3;237.9;0.9
2013-01-01T13:00:00;7.5;202.6;0.7
2013-01-01T14:00:00;7.3;122.3;0.4
2013-01-01T15:00:00;7.3;29.1;0.1
2013-01-01T16:00:00;6.8;0;
2013-01-01T17:00:00;6.5;0;
2013-01-01T18:00:00;5.8;0;
2013-01-01T19:00:00;5.1;0;
2013-01-01T20:00:00;6.1;0;
2013-01-01T21:00:00;5.3;0;
2013-01-01T22:00:00;5.3;0;
2013-01-01T23:00:00;4.3;0;
2013-01-02T00:00:00;4;0;
2013-01-02T01:00:00;3.6;0;
2013-01-02T02:00:00;3.6;0;
2013-01-02T03:00:00;3.1;0;
2013-01-02T04:00:00;3.5;0;
2013-01-02T05:00:00;3.3;0;
2013-01-02T06:00:00;3.2;0;
2013-01-02T07:00:00;4.3;0;
2013-01-02T08:00:00;4.9;12.9;0
2013-01-02T09:00:00;5.6;31.4;0.1
2013-01-02T10:00:00;6.2;48.5;0.2
2013-01-02T11:00:00;6.9;53.7;0.2
2013-01-02T12:00:00;7.3;84;0.3
2013-01-02T13:00:00;7.8;48;0.2
2013-01-02T14:00:00;8;25.4;0.1
2013-01-02T15:00:00;8;6.2;0
2013-01-02T16:00:00;8.3;0;
2013-01-02T17:00:00;8.9;0;
2013-01-02T18:00:00;9.5;0;
2013-01-02T19:00:00;10.1;0;
2013-01-02T20:00:00;10.3;0;
2013-01-02T21:00:00;10.6;0;
2013-01-02T22:00:00;10.8;0;
2013-01-02T23:00:00;11;0;
2013-01-03T00:00:00;11;0;
2013-01-03T01:00:00;10.6;0;
2013-01-03T02:00:00;10.6;0;
2013-01-03T03:00:00;10.5;0;
2013-01-03T04:00:00;10.5;0;
2013-01-03T05:00:00;10.1;0;
2013-01-03T06:00:00;9.8;0;
2013-01-03T07:00:00;7.5;0;
2013-01-03T08:00:00;10;14.1;0.1
2013-01-03T09:00:00;10.3;53.1;0.2
2013-01-03T10:00:00;10.5;111.8;0.4
2013-01-03T11:00:00;10.8;149.6;0.5
2013-01-03T12:00:00;11.1;145.1;0.5
2013-01-03T13:00:00;11.6;111.8;0.4
2013-01-03T14:00:00;11.8;70.7;0.3
2013-01-03T15:00:00;11.5;19.5;0.1
2013-01-03T16:00:00;11.1;0;
2013-01-03T17:00:00;10.8;0;
2013-01-03T18:00:00;10.8;0;
2013-01-03T19:00:00;11;0;
2013-01-03T20:00:00;11.1;0;
2013-01-03T21:00:00;11.1;0;
2013-01-03T22:00:00;11.3;0;
2013-01-03T23:00:00;11.1;0;
2013-01-04T00:00:00;11.1;0;
2013-01-04T01:00:00;10.6;0;
2013-01-04T02:00:00;10.3;0;
2013-01-04T03:00:00;10.1;0;
2013-01-04T04:00:00;10;0;
2013-01-04T05:00:00;9.8;0;
2013-01-04T06:00:00;10;0;
2013-01-04T07:00:00;9.8;0;
2013-01-04T08:00:00;9.8;10.2;0
2013-01-04T09:00:00;9.6;40.1;0.1
2013-01-04T10:00:00;10;68.4;0.2
2013-01-04T11:00:00;9.8;88.8;0.3
2013-01-04T12:00:00;10;109.2;0.4
2013-01-04T13:00:00;10.1;98.3;0.4
2013-01-04T14:00:00;10.5;56.1;0.2
2013-01-04T15:00:00;10.5;11.7;0
2013-01-04T16:00:00;10.1;0;
2013-01-04T17:00:00;10.1;0;
2013-01-04T18:00:00;10;0;
2013-01-04T19:00:00;9.8;0;
2013-01-04T20:00:00;9.6;0;
2013-01-04T21:00:00;9.3;0;
2013-01-04T22:00:00;9;0;
2013-01-04T23:00:00;8.6;0;
2013-01-05T00:00:00;8.6;0;
2013-01-05T01:00:00;8.3;0;
2013-01-05T02:00:00;8.3;0;
2013-01-05T03:00:00;8.1;0;
2013-01-05T04:00:00;8.1;0;
2013-01-05T05:00:00;8.3;0;
2013-01-05T06:00:00;8.5;0;
2013-01-05T07:00:00;8.6;0;
2013-01-05T08:00:00;8.6;9.3;0
2013-01-05T09:00:00;9.1;49.1;0.2
2013-01-05T10:00:00;9.5;76.2;0.3
2013-01-05T11:00:00;10.1;87.4;0.3
2013-01-05T12:00:00;10.6;92.1;0.3
