datetime;temp;solarradiation;solarenergy
2013-05-11T00:00:00;9.6;0;
2013-05-11T01:00:00;8.8;0;
2013-05-11T02:00:00;8.1;0;
2013-05-11T03:00:00;7.8;0;
2013-05-11T04:00:00;7.8;0;
2013-05-11T05:00:00;7.6;9.5;0
2013-05-11T06:00:00;7.3;107;0.4
2013-05-11T07:00:00;7.6;177.3;0.6
2013-05-11T08:00:00;9.1;188.8;0.7
2013-05-11T09:00:00;9.8;268.4;1
2013-05-11T10:00:00;11.6;406.3;1.5
2013-05-11T11:00:00;11.8;635.5;2.3
2013-05-11T12:00:00;12.6;641.5;2.3
2013-05-11T13:00:00;12.6;593.5;2.1
2013-05-11T14:00:00;13.3;565;2
2013-05-11T15:00:00;12.6;515;1.9
2013-05-11T16:00:00;13.6;356.3;1.3
2013-05-11T17:00:00;13.6;173.4;0.6
2013-05-11T18:00:00;13.3;88.4;0.3
2013-05-11T19:00:00;12.6;46.8;0.2
2013-05-11T20:00:00;10;6;0
2013-05-11T21:00:00;7.5;0;
2013-05-11T22:00:00;7.5;0;
2013-05-11T23:00:00;7.5;0;
2013-05-12T00:00:00;6.8;0;
2013-05-12T01:00:00;6.3;0;
2013-05-12T02:00:00;6.5;0;
2013-05-12T03:00:00;6.8;0;
2013-05-12T04:00:00;6.5;0;
2013-05-12T05:00:00;6.3;7.8;0
2013-05-12T06:00:00;6.3;90.7;0.3
2013-05-12T07:00:00;7.1;207.1;0.7
2013-05-12T08:00:00;8.1;419.8;1.5
2013-05-12T09:00:00;10.3;521.3;1.9
2013-05-12T10:00:00;11.3;674;2.4
2013-05-12T11:00:00;12.8;496.1;1.8
2013-05-12T12:00:00;13.6;523;1.9
2013-05-12T13:00:00;14.3;466.3;1.7
2013-05-12T14:00:00;15.6;368.6;1.3
2013-05-12T15:00:00;13.5;311.9;1.1
2013-05-12T16:00:00;13.3;212.6;0.8
2013-05-12T17:00:00;11.6;142.2;0.5
2013-05-12T18:00:00;11.1;81;0.3
2013-05-12T19:00:00;11.3;32.9;0.1
2013-05-12T20:00:00;11.6;4.3;0
2013-05-12T21:00:00;11.6;0;
2013-05-12T22:00:00;11.8;0;
2013-05-12T23:00:00;11.8;0;
2013-05-13T00:00:00;11.6;0;
2013-05-13T01:00:00;11.5;0;
2013-05-13T02:00:00;11.3;0;
2013-05-13T03:00:00;11.5;0;
2013-05-13T04:00:00;11.5;0;
2013-05-13T05:00:00;11;4.3;0
2013-05-13T06:00:00;10.8;61.3;0.2
2013-05-13T07:00:00;11.1;267.1;1
2013-05-13T08:00:00;11.6;416;1.5
2013-05-13T09:00:00;13;410.5;1.5
2013-05-13T10:00:00;12.3;412.1;1.5
2013-05-13T11:00:00;13.3;430.3;1.5
2013-05-13T12:00:00;13;433;1.6
2013-05-13T13:00:00;13.6;530.8;1.9
2013-05-13T14:00:00;13.1;696.5;2.5
2013-05-13T15:00:00;13.4;623.3;2.2
2013-05-13T16:00:00;14.6;469;1.7
2013-05-13T17:00:00;14.6;397.8;1.4
2013-05-13T18:00:00;12.3;213;0.8
2013-05-13T19:00:00;12.6;84.6;0.3
2013-05-13T20:00:00;12.1;11.3;0
2013-05-13T21:00:00;10.1;0;
2013-05-13T22:00:00;9.6;0;
2013-05-13T23:00:00;7.2;0;
2013-05-14T00:00:00;8.6;0;
2013-05-14T01:00:00;8.3;0;
2013-05-14T02:00:00;8;0;
2013-05-14T03:00:00;7.8;0;
2013-05-14T04:00:00;7.8;0;
2013-05-14T05:00:00;7.5;5.5;0
2013-05-14T06:00:00;7.6;35.2;0.1
2013-05-14T07:00:00;7.8;68.8;0.2
2013-05-14T08:00:00;8.6;127.6;0.5
2013-05-14T09:00:00;10.1;268.6;1
2013-05-14T10:00:00;10.6;372.1;1.3
2013-05-14T11:00:00;11.8;329.8;1.2
2013-05-14T12:00:00;10.3;295.9;1.1
2013-05-14T13:00:00;11.3;362.6;1.3
2013-05-14T14:00:00;11.6;463.9;1.7
2013-05-14T15:00:00;10.1;320.5;1.2
2013-05-14T16:00:00;9.6;160.8;0.6
2013-05-14T17:00:00;9.5;105.8;0.4
2013-05-14T18:00:00;9.1;54.1;0.2
2013-05-14T19:00:00;9.3;21;0.1
2013-05-14T20:00:00;9.3;1.8;0
2013-05-14T21:00:00;9.3;0;
2013-05-14T22:00:00;9.5;0;
2013-05-14T23:00:00;10.1;0;
2013-05-15T00:00:00;8.8;0;
2013-05-15T01:00:00;8.1;0;
2013-05-15T02:00:00;7.8;0;
2013-05-15T03:00:00;7.8;0;
2013-05-15T04:00:00;7.6;0;
2013-05-15T05:00:00;7.3;6.3;0
2013-05-15T06:00:00;7.3;58.4;0.2
2013-05-15T07:00:00;7.3;176.9;0.6
2013-05-15T08:00:00;7.5;392;1.4
2013-05-15T09:00:00;7.6;557.5;2
2013-05-15T10:00:00;7.8;680.3;2.4
2013-05-15T11:00:00;9;736.5;2.7
2013-05-15T12:00:00;8.8;746.8;2.7
2013-05-15T13:00:00;9.6;698.8;2.5
2013-05-15T14:00:00;10;566.5;2
2013-05-15T15:00:00;11.3;503.5;1.8
2013-05-15T16:00:00;12.1;388.6;1.4
2013-05-15T17:00:00;13.3;247.9;0.9
2013-05-15T18:00:00;14.5;136.6;0.5
2013-05-15T19:00:00;13;65.7;0.2
2013-05-15T20:00:00;11.3;9.7;0
2013-05-15T21:00:00;10.1;0;
2013-05-15T22:00:00;9.6;0;
2013-05-15T23:00:00;8.1;0;
2013-05-16T00:00:00;6.6;0;
2013-05-16T01:00:00;6.3;0;
2013-05-16T02:00:00;5.6;0;
2013-05-16T03:00:00;5.1;0;
2013-05-16T04:00:00;5;0;
2013-05-16T05:00:00;4.3;13.1;0
2013-05-16T06:00:00;4.5;99.3;0.4
2013-05-16T07:00:00;5.6;224.1;0.8
2013-05-16T08:00:00;7.5;416;1.5
2013-05-16T09:00:00;10.5;598;2.2
2013-05-16T10:00:00;12.3;703.8;2.5
2013-05-16T11:00:00;13.3;801.3;2.9
2013-05-16T12:00:00;14.1;864.3;3.1
2013-05-16T13:00:00;16.1;871;3.1
2013-05-16T14:00:00;14.2;809.3;2.9
2013-05-16T15:00:00;15.3;707.3;2.5
2013-05-16T16:00:00;14.3;558.3;2
2013-05-16T17:00:00;13.7;373.1;1.3
2013-05-16T18:00:00;12.9;205.5;0.7
2013-05-16T19:00:00;12.4;98.4;0.4
2013-05-16T20:00:00;11.5;14.7;0.1
2013-05-16T21:00:00;10.6;0;
2013-05-16T22:00:00;10.1;0;
2013-05-16T23:00:00;10;0;
2013-05-17T00:00:00;10.3;0;
2013-05-17T01:00:00;9.8;0;
2013-05-17T02:00:00;9;0;
2013-05-17T03:00:00;8.3;0;
2013-05-17T04:00:00;7.8;0;
2013-05-17T05:00:00;8;9.9;0
2013-05-17T06:00:00;8.8;70.7;0.3
2013-05-17T07:00:00;9.1;163.6;0.6
2013-05-17T08:00:00;9.3;332.9;1.2
2013-05-17T09:00:00;10.3;530.3;1.9
2013-05-17T10:00:00;10.8;706.8;2.5
2013-05-17T11:00:00;11.8;807.3;2.9
2013-05-17T12:00:00;11.8;829.3;3
2013-05-17T13:00:00;11.5;790;2.8
2013-05-17T14:00:00;11.6;663.8;2.4
2013-05-17T15:00:00;11.8;439.5;1.6
2013-05-17T16:00:00;11.6;228.1;0.8
2013-05-17T17:00:00;11.6;100.4;0.4
2013-05-17T18:00:00;11.6;62.5;0.2
2013-05-17T19:00:00;11.3;43.4;0.2
2013-05-17T20:00:00;10.8;10.7;0
2013-05-17T21:00:00;10.8;0;
2013-05-17T22:00:00;10.5;0;
2013-05-17T23:00:00;10.1;0;
2013-05-18T00:00:00;10.3;0;
2013-05-18T01:00:00;10.1;0;
2013-05-18T02:00:00;10;0;
2013-05-18T03:00:00;10.1;0;
2013-05-18T04:00:00;10.1;0;
2013-05-18T05:00:00;10.1;12.2;0
2013-05-18T06:00:00;9.6;71.2;0.3
2013-05-18T07:00:00;9.6;152.7;0.5
2013-05-18T08:00:00;10.5;271.4;1
2013-05-18T09:00:00;11.8;412;1.5
2013-05-18T10:00:00;12.3;462.5;1.7
2013-05-18T11:00:00;13.5;490.6;1.8
2013-05-18T12:00:00;13;538.3;1.9
2013-05-18T13:00:00;13.1;582.5;2.1
2013-05-18T14:00:00;13.1;672.3;2.4
2013-05-18T15:00:00;13.5;678.8;2.4
2013-05-18T16:00:00;14.6;536.5;1.9
2013-05-18T17:00:00;14.6;407.9;1.5
2013-05-18T18:00:00;15.1;188.5;0.7
2013-05-18T19:00:00;14.6;49.5;0.2
2013-05-18T20:00:00;14.3;6.5;0
2013-05-18T21:00:00;13.5;0;
2013-05-18T22:00:00;13;0;
2013-05-18T23:00:00;12.6;0;
2013-05-19T00:00:00;11.5;0;
2013-05-19T01:00:00;10.5;0;
2013-05-19T02:00:00;10.1;0;
2013-05-19T03:00:00;10.5;0;
2013-05-19T04:00:00;9.6;0;
2013-05-19T05:00:00;10.1;12.8;0
2013-05-19T06:00:00;10;80.6;0.3
2013-05-19T07:00:00;10.3;146.7;0.5
2013-05-19T08:00:00;11.1;221.9;0.8
2013-05-19T09:00:00;12.3;211.4;0.8
2013-05-19T10:00:00;13.8;226.3;0.8
2013-05-19T11:00:00;14.3;294.6;1.1
2013-05-19T12:00:00;15.1;382.3;1.4
2013-05-19T13:00:00;16.3;539.3;1.9
2013-05-19T14:00:00;17.1;535.5;1.9
2013-05-19T15:00:00;17.3;522.3;1.9
2013-05-19T16:00:00;18.5;439.1;1.6
2013-05-19T17:00:00;17.8;264.3;1
2013-05-19T18:00:00;18;88.2;0.3
2013-05-19T19:00:00;17.5;37.5;0.1
2013-05-19T20:00:00;17;6.2;0
2013-05-19T21:00:00;15.5;0;
2013-05-19T22:00:00;14.3;0;
