datetime;temp;solarradiation;solarenergy
2013-03-21T00:00:00;3.1;0;
2013-03-21T01:00:00;3.1;0;
2013-03-21T02:00:00;2.6;0;
2013-03-21T03:00:00;2;0;
2013-03-21T04:00:00;1.3;0;
2013-03-21T05:00:00;1.8;0;
2013-03-21T06:00:00;2.3;28.6;0.1
2013-03-21T07:00:00;2.8;104;0.4
2013-03-21T08:00:00;3.3;175.4;0.6
2013-03-21T09:00:00;4.3;202.5;0.7
2013-03-21T10:00:00;5.1;226.9;0.8
2013-03-21T11:00:00;5.6;246.2;0.9
2013-03-21T12:00:00;6.3;249.1;0.9
2013-03-21T13:00:00;6.3;227.4;0.8
2013-03-21T14:00:00;6.8;176.8;0.6
2013-03-21T15:00:00;6.6;113.4;0.4
2013-03-21T16:00:00;6;56.8;0.2
2013-03-21T17:00:00;5.6;15.4;0.1
2013-03-21T18:00:00;5;0;
2013-03-21T19:00:00;4.5;0;
2013-03-21T20:00:00;4.3;0;
2013-03-21T21:00:00;4.5;0;
2013-03-21T22:00:00;4.3;0;
2013-03-21T23:00:00;4.1;0;
2013-03-22T00:00:00;3.8;0;
2013-03-22T01:00:00;3.5;0;
2013-03-22T02:00:00;3.1;0;
2013-03-22T03:00:00;2.8;0;
2013-03-22T04:00:00;3;0;
2013-03-22T05:00:00;3.1;0;
2013-03-22T06:00:00;2.8;9.9;0
2013-03-22T07:00:00;3.1;32.9;0.1
2013-03-22T08:00:00;3.5;80.3;0.3
2013-03-22T09:00:00;3.8;170.1;0.6
2013-03-22T10:00:00;4.1;309;1.1
2013-03-22T11:00:00;4.6;447.1;1.6
2013-03-22T12:00:00;4.7;505.4;1.8
2013-03-22T13:00:00;4.9;445.5;1.6
2013-03-22T14:00:00;4.9;245.3;0.9
2013-03-22T15:00:00;4.9;123.7;0.4
2013-03-22T16:00:00;5;56.1;0.2
2013-03-22T17:00:00;4.8;16.6;0.1
2013-03-22T18:00:00;4.5;0;
2013-03-22T19:00:00;4.6;0;
2013-03-22T20:00:00;4.3;0;
2013-03-22T21:00:00;4;0;
2013-03-22T22:00:00;3.6;0;
2013-03-22T23:00:00;3.3;0;
2013-03-23T00:00:00;3.3;0;
2013-03-23T01:00:00;3.1;0;
2013-03-23T02:00:00;3;0;
2013-03-23T03:00:00;2.8;0;
2013-03-23T04:00:00;2.5;0;
2013-03-23T05:00:00;1.8;0;
2013-03-23T06:00:00;1.3;10.4;0
2013-03-23T07:00:00;1.1;35.1;0.1
2013-03-23T08:00:00;1.1;63.4;0.2
2013-03-23T09:00:00;1.1;99.3;0.4
2013-03-23T10:00:00;1.1;130.3;0.5
2013-03-23T11:00:00;1.3;158.1;0.6
2013-03-23T12:00:00;1.6;192.4;0.7
2013-03-23T13:00:00;1.6;196.6;0.7
2013-03-23T14:00:00;1.5;179.4;0.6
2013-03-23T15:00:00;1.6;124.7;0.4
2013-03-23T16:00:00;1.5;67.7;0.2
2013-03-23T17:00:00;1.5;20.1;0.1
2013-03-23T18:00:00;1.6;0.1;0
2013-03-23T19:00:00;1.6;0;
2013-03-23T20:00:00;1.8;0;
2013-03-23T21:00:00;1.8;0;
2013-03-23T22:00:00;1.8;0;
2013-03-23T23:00:00;1.8;0;
2013-03-24T00:00:00;1.6;0;
2013-03-24T01:00:00;1.3;0;
2013-03-24T02:00:00;1.3;0;
2013-03-24T03:00:00;1.1;0;
2013-03-24T04:00:00;1;0;
2013-03-24T05:00:00;1.1;0.1;0
2013-03-24T06:00:00;0.6;25;0.1
2013-03-24T07:00:00;0.5;85.7;0.3
2013-03-24T08:00:00;0.3;152.9;0.6
2013-03-24T09:00:00;0.3;228.6;0.8
2013-03-24T10:00:00;0.3;304.3;1.1
2013-03-24T11:00:00;0.3;343.5;1.2
2013-03-24T12:00:00;0.3;336.4;1.2
2013-03-24T13:00:00;0.1;326.3;1.2
2013-03-24T14:00:00;0.1;287;1
2013-03-24T15:00:00;0.1;211.2;0.8
2013-03-24T16:00:00;0.3;121.9;0.4
2013-03-24T17:00:00;0.6;38.1;0.1
2013-03-24T18:00:00;1.1;0.2;0
2013-03-24T19:00:00;1.3;0;
2013-03-24T20:00:00;1.6;0;
2013-03-24T21:00:00;1.8;0;
2013-03-24T22:00:00;1.8;0;
2013-03-24T23:00:00;1.8;0;
2013-03-25T00:00:00;1.8;0;
2013-03-25T01:00:00;1.8;0;
2013-03-25T02:00:00;1.6;0;
2013-03-25T03:00:00;1.6;0;
2013-03-25T04:00:00;1.3;0;
2013-03-25T05:00:00;1.1;0.4;0
2013-03-25T06:00:00;1;56.6;0.2
2013-03-25T07:00:00;1;192.6;0.7
2013-03-25T08:00:00;1;348.8;1.3
2013-03-25T09:00:00;1.3;452.4;1.6
2013-03-25T10:00:00;1.3;548;2
2013-03-25T11:00:00;1.3;599.3;2.2
2013-03-25T12:00:00;1.3;623.8;2.2
2013-03-25T13:00:00;1.3;530.3;1.9
2013-03-25T14:00:00;1.1;406.9;1.5
2013-03-25T15:00:00;1.5;285.1;1
2013-03-25T16:00:00;1.5;153.1;0.6
2013-03-25T17:00:00;1.8;46.3;0.2
2013-03-25T18:00:00;2;0.5;0
2013-03-25T19:00:00;2;0;
2013-03-25T20:00:00;1.8;0;
2013-03-25T21:00:00;1.6;0;
2013-03-25T22:00:00;1.8;0;
2013-03-25T23:00:00;1.8;0;
2013-03-26T00:00:00;1.6;0;
2013-03-26T01:00:00;1.6;0;
2013-03-26T02:00:00;1.6;0;
2013-03-26T03:00:00;1.5;0;
2013-03-26T04:00:00;1.3;0;
2013-03-26T05:00:00;1.1;0.5;0
2013-03-26T06:00:00;1.1;48.8;0.2
2013-03-26T07:00:00;1.1;161.8;0.6
2013-03-26T08:00:00;1.3;276.8;1
2013-03-26T09:00:00;1.6;372.8;1.3
2013-03-26T10:00:00;1.3;433.5;1.6
2013-03-26T11:00:00;1.5;472.3;1.7
2013-03-26T12:00:00;1.5;472.4;1.7
2013-03-26T13:00:00;1.5;425.6;1.5
2013-03-26T14:00:00;1.5;381.6;1.4
2013-03-26T15:00:00;1.8;279.1;1
2013-03-26T16:00:00;1.6;147.5;0.5
2013-03-26T17:00:00;1.8;46.3;0.2
2013-03-26T18:00:00;2.1;0.7;0
2013-03-26T19:00:00;2.1;0;
2013-03-26T20:00:00;1.8;0;
2013-03-26T21:00:00;1.8;0;
2013-03-26T22:00:00;1.8;0;
2013-03-26T23:00:00;1.3;0;
2013-03-27T00:00:00;1.1;0;
2013-03-27T01:00:00;1.3;0;
2013-03-27T02:00:00;0.8;0;
2013-03-27T03:00:00;0.3;0;
2013-03-27T04:00:00;0.3;0;
2013-03-27T05:00:00;0.1;1;0
2013-03-27T06:00:00;0.1;64.9;0.2
2013-03-27T07:00:00;1;188.6;0.7
2013-03-27T08:00:00;1.8;312.4;1.1
2013-03-27T09:00:00;2.6;404.8;1.5
2013-03-27T10:00:00;2.5;393.4;1.4
